customer_id,transaction_date,amount
C00346,2025-02-07,25.7
C00346,2025-02-08,32.03
C00346,2025-02-10,24.69
C00346,2025-02-18,0.43
C00346,2025-03-13,36.02
C00346,2025-03-13,0.45
C00346,2025-04-01,15.22
C00346,2025-04-20,56.95
C00346,2025-05-01,12.43
C00346,2025-05-05,14.58
C00346,2025-05-14,33.44
C00346,2025-05-16,36.02
C00346,2025-05-17,5.05
C00346,2025-05-23,40.26
C00346,2025-05-26,33.47
C00346,2025-06-01,11.37
C00346,2025-06-15,32.31
C00346,2025-06-27,16.85
C00346,2025-06-27,42.66
C00346,2025-07-01,55.58
C00346,2025-07-05,43.87
C00346,2025-07-09,62.12
C00346,2025-07-16,27.84
C00346,2025-07-28,9.88
C00347,2025-11-12,20.98
C00347,2025-11-17,66.91
C00347,2025-11-18,29.03
C00347,2025-12-02,37.51
C00347,2025-12-04,3.01
C00347,2025-12-05,125.59
C00347,2025-12-09,26.31
C00347,2025-12-14,20.18
C00347,2025-12-17,5.59
C00347,2025-12-20,30.45
C00347,2025-12-29,20.16
C00348,2025-06-16,32.54
C00348,2025-06-16,23.62
C00348,2025-06-24,63.34
C00348,2025-06-25,41.99
C00348,2025-07-02,16.53
C00348,2025-07-04,37.98
C00348,2025-07-05,20.98
C00348,2025-07-15,52.45
C00348,2025-07-20,35.1
C00348,2025-07-31,38.53
C00348,2025-08-05,72.47
C00348,2025-08-05,64.5
C00348,2025-08-07,9.21
C00348,2025-08-10,21.28
C00348,2025-08-11,4.2
C00348,2025-08-11,6.5
C00348,2025-08-14,35.88
C00348,2025-08-18,90.47
C00348,2025-08-29,38.38
C00348,2025-08-30,5.16
C00348,2025-09-09,1.69
C00348,2025-09-15,17.27
C00348,2025-09-16,53.87
C00348,2025-10-04,17.14
C00348,2025-10-07,31.25
C00348,2025-10-12,21.89
C00348,2025-10-17,7.35
C00348,2025-10-20,7.49
C00348,2025-10-24,59.78
C00348,2025-11-06,40.68
C00348,2025-11-07,27.81
C00348,2025-11-11,38.24
C00348,2025-11-27,33.27
C00348,2025-11-29,32.07
C00348,2025-12-01,15.69
C00348,2025-12-07,18.79
C00348,2025-12-12,14.23
C00348,2025-12-14,15.06
C00348,2025-12-19,21.77
C00348,2025-12-22,29.09
C00348,2025-12-27,67.18
C00348,2025-12-30,28.85
C00350,2025-03-01,3.74
C00350,2025-04-16,31.94
C00350,2025-05-17,5.06
C00350,2025-05-24,30.09
C00350,2025-06-29,35.87
C00350,2025-07-06,55.16
C00351,2025-04-09,81.69
C00351,2025-05-22,22.55
C00351,2025-06-09,50.1
C00351,2025-07-16,7.61
C00351,2025-08-08,78.07
C00351,2025-08-18,70.38
C00352,2025-09-30,138.54
C00353,2025-07-24,69.52
C00353,2025-08-10,9.47
C00353,2025-08-14,78.74
C00353,2025-08-27,94.66
C00353,2025-08-30,38.12
C00354,2025-09-03,21.15
C00354,2025-09-08,34.76
C00354,2025-09-11,33.89
C00354,2025-09-13,14.02
C00354,2025-09-15,59.14
C00354,2025-09-15,65.05
C00354,2025-09-16,10.53
C00354,2025-09-19,36.63
C00354,2025-09-19,56.55
C00354,2025-09-21,34.44
C00354,2025-09-24,28.35
C00354,2025-09-25,32.58
C00354,2025-09-28,54.76
C00354,2025-09-30,67.71
C00354,2025-10-02,18.02
C00354,2025-10-04,24.07
C00354,2025-10-10,38.47
C00354,2025-10-12,30.21
C00354,2025-10-14,49.29
C00354,2025-10-14,11.05
C00354,2025-10-16,69.65
C00354,2025-10-18,35.01
C00354,2025-10-20,13.19
C00354,2025-10-24,54.06
C00354,2025-10-25,21.42
C00354,2025-10-25,35.68
C00354,2025-10-25,26.9
C00354,2025-11-04,54.68
C00354,2025-11-05,21.11
C00354,2025-11-09,15.1
C00354,2025-11-10,38.07
C00354,2025-11-10,13.82
C00354,2025-11-16,9.49
C00354,2025-11-17,32.27
C00354,2025-11-17,25.16
C00354,2025-11-18,11.41
C00354,2025-11-19,19.12
C00354,2025-11-20,64.16
C00354,2025-11-21,37.83
C00354,2025-11-22,36.59
C00354,2025-11-28,40.84
C00354,2025-12-01,23.05
C00354,2025-12-03,16.41
C00354,2025-12-09,68.22
C00354,2025-12-10,59.58
C00354,2025-12-12,13.04
C00354,2025-12-16,31.25
C00354,2025-12-17,27.41
C00354,2025-12-18,54.16
C00354,2025-12-21,21.57
C00354,2025-12-23,12.13
C00354,2025-12-23,9.63
C00354,2025-12-24,38.83
C00354,2025-12-25,22.51
C00354,2025-12-26,51.46
C00354,2025-12-27,27.87
C00354,2025-12-28,33.36
C00354,2025-12-30,84.02
C00354,2025-12-31,15.6
C00354,2025-12-31,40.46
C00354,2025-12-31,40.86
C00354,2025-12-31,113.56
C00355,2025-01-19,41.75
C00355,2025-01-20,42.24
C00355,2025-01-21,7.17
C00355,2025-01-24,37.6
C00355,2025-01-31,2.78
C00355,2025-02-06,21.8
C00355,2025-02-09,46.65
C00355,2025-02-11,7.87
C00355,2025-02-11,65.14
C00355,2025-02-12,46.81
C00355,2025-02-16,54.18
C00355,2025-02-21,17.02
C00355,2025-02-22,76.35
C00355,2025-02-25,25.36
C00355,2025-03-11,16.01
C00355,2025-03-13,49.62
C00355,2025-03-15,28.02
C00355,2025-03-19,45.83
C00355,2025-03-21,22.07
C00355,2025-03-24,11.58
C00355,2025-03-28,21.63
C00355,2025-03-28,9.39
C00355,2025-03-29,46.91
C00355,2025-04-02,2.23
C00355,2025-04-06,62.43
C00355,2025-04-06,10.12
C00355,2025-04-06,57.24
C00355,2025-04-08,43.0
C00355,2025-04-12,3.98
C00355,2025-04-12,33.7
C00355,2025-04-15,8.86
C00355,2025-04-16,33.83
C00355,2025-04-16,17.3
C00355,2025-04-20,4.07
C00355,2025-04-23,41.47
C00355,2025-05-01,27.24
C00355,2025-05-06,29.34
C00355,2025-05-11,4.95
C00355,2025-05-17,4.39
C00355,2025-05-18,23.33
C00355,2025-05-22,56.14
C00355,2025-05-23,47.5
C00355,2025-05-30,40.56
C00355,2025-05-31,68.35
C00355,2025-06-04,18.08
C00355,2025-06-10,42.3
C00355,2025-06-10,6.45
C00355,2025-06-19,115.55
C00355,2025-06-23,15.51
C00355,2025-06-24,40.02
C00355,2025-06-28,85.25
C00355,2025-07-01,21.49
C00355,2025-07-02,39.33
C00355,2025-07-03,33.23
C00355,2025-07-03,20.64
C00355,2025-07-07,17.19
C00355,2025-07-14,9.89
C00355,2025-07-16,25.54
C00355,2025-07-25,15.87
C00355,2025-07-31,14.98
C00355,2025-08-04,44.35
C00355,2025-08-06,31.57
C00355,2025-08-07,58.73
C00355,2025-08-09,20.45
C00355,2025-08-15,10.67
C00356,2025-03-05,10.51
C00356,2025-03-28,11.57
C00356,2025-04-06,39.55
C00356,2025-04-07,38.19
C00356,2025-04-13,8.56
C00356,2025-04-14,26.93
C00356,2025-04-22,15.27
C00356,2025-04-30,15.27
C00356,2025-05-01,18.19
C00356,2025-05-02,13.64
C00356,2025-05-06,5.93
C00356,2025-05-17,31.57
C00356,2025-05-17,6.85
C00356,2025-05-20,19.48
C00357,2025-05-21,124.19
C00357,2025-06-05,77.12
C00357,2025-07-12,160.84
C00357,2025-07-16,209.2
C00357,2025-08-06,36.41
C00357,2025-08-19,42.98
C00357,2025-08-24,201.23
C00357,2025-09-09,305.31
C00357,2025-10-03,176.52
C00357,2025-10-06,92.31
C00358,2025-10-20,8.0
C00358,2025-10-27,121.72
C00358,2025-11-02,56.29
C00358,2025-11-13,14.82
C00358,2025-11-18,14.39
C00358,2025-11-22,97.1
C00358,2025-11-24,40.39
C00358,2025-11-26,93.41
C00358,2025-11-28,29.5
C00358,2025-11-30,211.81
C00358,2025-12-10,67.19
C00358,2025-12-11,71.65
C00358,2025-12-22,77.0
C00358,2025-12-27,195.81
C00359,2025-07-08,32.63
C00359,2025-07-23,98.25
C00359,2025-08-13,17.59
C00359,2025-08-26,64.58
C00359,2025-09-04,6.82
C00359,2025-10-20,104.15
C00359,2025-10-29,21.5
C00360,2025-07-27,6.64
C00361,2025-10-03,22.23
C00361,2025-10-03,5.69
C00361,2025-10-07,50.82
C00361,2025-10-08,59.76
C00361,2025-10-10,26.73
C00361,2025-10-10,56.8
C00361,2025-10-11,38.34
C00361,2025-10-19,1.74
C00361,2025-10-20,54.77
C00361,2025-10-20,36.17
C00361,2025-10-23,28.1
C00361,2025-10-25,8.78
C00361,2025-10-27,25.4
C00361,2025-10-28,18.68
C00361,2025-10-29,10.11
C00361,2025-10-29,33.78
C00361,2025-10-30,67.67
C00361,2025-11-01,5.18
C00361,2025-11-04,31.37
C00361,2025-11-09,12.23
C00361,2025-11-15,50.82
C00361,2025-11-17,19.15
C00361,2025-11-19,68.04
C00361,2025-11-26,30.87
C00361,2025-11-27,23.6
C00361,2025-11-28,9.66
C00361,2025-11-29,26.32
C00361,2025-11-29,22.7
C00361,2025-12-01,10.31
C00361,2025-12-10,13.82
C00361,2025-12-11,71.03
C00361,2025-12-26,2.42
C00361,2025-12-26,120.9
C00361,2025-12-30,34.38
C00362,2025-05-30,13.88
C00362,2025-05-30,10.33
C00362,2025-06-23,10.85
C00362,2025-06-25,10.1
C00362,2025-06-28,26.58
C00362,2025-07-03,20.26
C00362,2025-07-06,6.18
C00362,2025-07-12,33.25
C00362,2025-07-13,5.43
C00362,2025-07-14,9.19
C00362,2025-07-24,16.34
C00362,2025-07-25,17.74
C00362,2025-08-08,6.4
C00362,2025-08-10,10.4
C00363,2025-08-26,262.21
C00363,2025-09-23,253.99
C00363,2025-10-06,62.7
C00363,2025-11-11,232.38
C00365,2025-01-26,74.41
C00365,2025-02-04,74.82
C00365,2025-02-23,152.43
C00366,2025-10-11,133.54
C00366,2025-10-22,17.37
C00366,2025-10-27,23.47
C00366,2025-11-05,110.05
C00366,2025-11-08,51.41
C00366,2025-11-17,131.18
C00366,2025-11-24,64.74
C00366,2025-11-28,99.19
C00366,2025-12-02,61.41
C00366,2025-12-04,16.39
C00366,2025-12-05,23.78
C00366,2025-12-13,26.77
C00366,2025-12-16,72.41
C00366,2025-12-22,50.2
C00366,2025-12-26,8.48
C00367,2025-02-11,52.96
C00367,2025-02-18,292.65
C00367,2025-02-25,368.18
C00367,2025-02-28,140.57
C00367,2025-03-09,122.29
C00367,2025-03-11,24.67
C00367,2025-03-22,45.12
C00367,2025-03-27,13.34
C00367,2025-03-29,78.12
C00367,2025-04-16,90.55
C00367,2025-04-16,195.73
C00367,2025-04-23,141.69
C00367,2025-04-23,64.54
C00368,2025-06-07,31.1
C00368,2025-06-21,5.61
C00368,2025-06-24,24.02
C00368,2025-06-26,34.09
C00368,2025-07-29,8.15
C00368,2025-07-31,99.14
C00368,2025-08-04,43.16
C00368,2025-08-10,21.12
C00368,2025-08-14,12.47
C00368,2025-08-17,29.04
C00368,2025-08-22,28.35
C00368,2025-09-09,24.43
C00368,2025-09-19,29.84
C00368,2025-09-21,9.91
C00368,2025-09-30,38.3
C00368,2025-10-05,6.49
C00368,2025-10-21,2.71
C00368,2025-10-26,35.36
C00368,2025-10-31,30.51
C00368,2025-11-04,22.83
C00368,2025-11-07,13.69
C00368,2025-11-17,15.86
C00368,2025-11-19,9.6
C00368,2025-11-20,28.0
C00368,2025-11-27,2.15
C00368,2025-12-03,3.69
C00368,2025-12-09,10.02
C00368,2025-12-09,25.54
C00368,2025-12-11,21.46
C00368,2025-12-19,56.1
C00368,2025-12-27,18.53
C00368,2025-12-29,40.48
C00368,2025-12-29,24.58
C00368,2025-12-30,2.63
C00368,2025-12-30,8.44
C00370,2025-02-05,140.22
C00370,2025-02-16,76.62
C00370,2025-04-19,19.56
C00371,2025-03-17,22.31
C00371,2025-03-30,5.38
C00371,2025-04-09,55.41
C00371,2025-05-22,35.56
C00371,2025-05-26,69.0
C00371,2025-06-06,25.62
C00371,2025-06-13,11.34
C00373,2025-09-13,66.58
C00373,2025-09-18,42.46
C00374,2025-05-26,46.64
C00374,2025-05-31,83.74
C00374,2025-06-09,178.89
C00375,2025-10-22,80.47
C00375,2025-11-06,79.04
C00375,2025-11-09,78.58
C00376,2025-10-09,33.63
C00376,2025-10-31,214.8
C00376,2025-11-08,207.46
C00376,2025-11-18,174.46
C00376,2025-12-02,116.98
C00376,2025-12-13,220.96
C00376,2025-12-15,211.77
C00376,2025-12-16,144.16
C00376,2025-12-25,73.71
C00376,2025-12-30,63.24
C00377,2025-08-20,238.61
C00377,2025-09-03,121.97
C00377,2025-09-13,5.25
C00377,2025-09-14,37.02
C00377,2025-09-16,31.34
C00377,2025-09-17,8.13
C00377,2025-10-19,32.32
C00377,2025-10-27,32.16
C00377,2025-10-27,80.66
C00377,2025-11-06,94.45
C00377,2025-11-07,82.25
C00377,2025-11-11,119.39
C00377,2025-11-18,48.77
C00377,2025-11-18,48.66
C00377,2025-11-20,77.02
C00377,2025-11-20,32.6
C00377,2025-11-27,56.45
C00377,2025-11-30,54.4
C00377,2025-12-09,62.81
C00377,2025-12-24,98.43
C00377,2025-12-28,23.9
C00377,2025-12-30,24.59
C00377,2025-12-31,176.64
C00378,2025-12-08,195.58
C00378,2025-12-10,33.19
C00378,2025-12-20,39.09
C00378,2025-12-24,309.38
C00378,2025-12-25,155.14
C00378,2025-12-30,71.94
C00379,2025-08-30,17.08
C00379,2025-09-09,42.02
C00379,2025-09-10,31.35
C00380,2025-05-28,5.97
C00380,2025-06-19,18.16
C00380,2025-07-07,53.2
C00380,2025-08-27,7.19
C00380,2025-09-11,32.45
C00380,2025-09-12,34.82
C00380,2025-09-15,4.45
C00380,2025-09-16,12.32
C00381,2025-03-23,67.08
C00381,2025-04-03,23.8
C00381,2025-04-05,29.39
C00381,2025-04-09,28.97
C00381,2025-04-12,14.5
C00381,2025-04-22,2.96
C00381,2025-04-28,63.46
C00381,2025-04-30,16.16
C00381,2025-05-10,28.31
C00381,2025-05-11,66.02
C00381,2025-05-15,14.93
C00381,2025-05-15,18.99
C00381,2025-05-17,51.49
C00381,2025-05-23,13.7
C00381,2025-05-26,8.33
C00381,2025-05-29,4.66
C00381,2025-05-31,107.33
C00381,2025-06-05,60.95
C00381,2025-06-17,1.54
C00381,2025-06-18,38.08
C00381,2025-06-26,64.5
C00381,2025-06-29,21.77
C00381,2025-07-02,16.69
C00381,2025-07-02,17.67
C00381,2025-07-03,58.21
C00381,2025-07-08,11.03
C00381,2025-07-11,11.23
C00381,2025-07-19,11.09
C00381,2025-07-20,0.89
C00381,2025-07-20,17.24
C00381,2025-07-22,52.83
C00381,2025-07-23,31.74
C00381,2025-07-31,34.94
C00381,2025-08-01,28.7
C00381,2025-08-04,19.41
C00381,2025-08-06,20.15
C00381,2025-08-09,29.29
C00381,2025-08-14,15.24
C00381,2025-08-16,10.31
C00381,2025-08-21,16.5
C00381,2025-08-26,7.07
C00381,2025-08-29,11.78
C00381,2025-09-01,46.64
C00381,2025-09-12,19.1
C00381,2025-09-13,28.53
C00381,2025-09-17,31.9
C00381,2025-09-19,23.29
C00381,2025-09-29,41.69
C00381,2025-10-01,13.62
C00381,2025-10-04,29.43
C00381,2025-10-15,9.24
C00381,2025-10-17,1.61
C00381,2025-10-18,12.97
C00381,2025-10-19,20.09
C00381,2025-10-22,9.82
C00381,2025-10-29,63.45
C00381,2025-11-03,20.81
C00381,2025-11-08,35.85
C00381,2025-11-09,54.47
C00381,2025-11-11,23.57
C00381,2025-11-16,13.65
C00381,2025-11-17,8.27
C00381,2025-11-18,4.8
C00381,2025-11-22,38.27
C00381,2025-12-06,41.32
C00381,2025-12-10,56.03
C00381,2025-12-15,49.48
C00381,2025-12-18,68.15
C00381,2025-12-26,41.54
C00381,2025-12-27,26.59
C00382,2025-10-22,31.62
C00382,2025-11-01,11.99
C00382,2025-11-02,101.9
C00382,2025-11-06,35.38
C00382,2025-11-11,137.53
C00382,2025-12-08,41.57
C00382,2025-12-12,21.58
C00382,2025-12-17,72.99
C00382,2025-12-25,33.67
C00382,2025-12-29,63.55
C00382,2025-12-31,22.71
C00383,2025-01-28,110.8
C00383,2025-02-11,19.03
C00383,2025-02-18,15.09
C00383,2025-02-27,39.07
C00383,2025-02-28,30.89
C00383,2025-03-02,42.78
C00383,2025-03-14,44.52
C00383,2025-03-19,16.56
C00383,2025-03-20,9.48
C00383,2025-03-21,22.85
C00383,2025-03-29,20.97
C00383,2025-03-31,13.82
C00383,2025-04-28,20.7
C00383,2025-05-07,57.88
C00383,2025-05-09,62.84
C00383,2025-05-13,33.05
C00383,2025-05-18,22.77
C00383,2025-05-20,44.59
C00383,2025-05-22,14.72
C00383,2025-05-25,37.24
C00383,2025-05-28,48.01
C00383,2025-06-11,41.86
C00383,2025-06-19,53.85
C00383,2025-06-23,23.89
C00383,2025-06-27,9.84
C00383,2025-07-01,65.5
C00383,2025-07-24,30.24
C00383,2025-07-25,20.47
C00383,2025-07-27,18.22
C00384,2025-02-15,18.59
C00384,2025-02-25,68.2
C00384,2025-04-14,15.7
C00385,2025-07-20,26.13
C00385,2025-07-25,4.91
C00385,2025-08-04,50.71
C00385,2025-08-04,15.77
C00385,2025-08-12,4.86
C00385,2025-09-29,15.04
C00385,2025-11-04,16.21
C00385,2025-11-05,8.91
C00385,2025-11-19,43.55
C00385,2025-12-06,20.2
C00385,2025-12-17,18.3
C00385,2025-12-29,33.42
C00386,2025-03-12,54.93
C00386,2025-03-14,80.0
C00386,2025-03-22,45.62
C00386,2025-04-02,24.43
C00386,2025-04-12,14.35
C00386,2025-04-13,34.18
C00386,2025-04-16,23.99
C00386,2025-04-20,30.83
C00386,2025-04-21,4.61
C00386,2025-04-29,50.42
C00386,2025-05-01,45.9
C00386,2025-05-01,84.9
C00386,2025-05-16,48.05
C00386,2025-05-19,29.87
C00386,2025-05-23,10.94
C00386,2025-05-26,72.12
C00386,2025-05-31,28.28
C00386,2025-06-01,12.84
C00386,2025-06-04,37.21
C00386,2025-06-09,21.28
C00386,2025-06-12,23.83
C00386,2025-06-14,75.37
C00386,2025-06-15,18.84
C00386,2025-06-18,63.57
C00386,2025-06-21,50.3
C00386,2025-07-04,39.12
C00386,2025-07-06,26.9
C00386,2025-07-13,18.02
C00386,2025-07-22,58.86
C00386,2025-07-24,49.68
C00386,2025-07-26,18.21
C00386,2025-08-02,24.2
C00386,2025-08-09,100.17
C00386,2025-08-10,43.57
C00386,2025-08-13,17.83
C00386,2025-08-23,53.99
C00386,2025-09-08,40.72
C00386,2025-09-12,12.9
C00386,2025-09-16,40.56
C00386,2025-09-18,25.83
C00386,2025-09-21,7.83
C00386,2025-10-04,25.87
C00386,2025-10-08,21.99
C00386,2025-10-09,30.99
C00386,2025-10-12,29.41
C00386,2025-10-12,42.64
C00386,2025-10-15,36.41
C00386,2025-10-16,69.08
C00386,2025-10-17,29.19
C00386,2025-10-17,71.26
C00386,2025-10-18,78.49
C00386,2025-10-18,48.39
C00386,2025-10-19,8.17
C00386,2025-10-21,30.14
C00386,2025-10-28,9.83
C00387,2025-08-02,127.28
C00387,2025-08-03,230.66
C00387,2025-08-13,286.77
C00387,2025-09-04,55.22
C00387,2025-09-16,123.52
C00387,2025-09-18,162.8
C00387,2025-09-25,53.01
C00387,2025-10-28,34.26
C00387,2025-11-08,11.56
C00387,2025-11-12,75.95
C00387,2025-11-21,114.27
C00388,2025-08-23,136.98
C00388,2025-09-06,119.06
C00388,2025-09-08,194.18
C00388,2025-09-18,188.29
C00388,2025-09-23,206.42
C00388,2025-09-24,130.8
C00388,2025-10-07,60.72
C00388,2025-10-11,61.13
C00388,2025-10-14,42.63
C00388,2025-10-21,120.51
C00388,2025-10-27,180.38
C00388,2025-11-07,136.75
C00388,2025-11-09,306.48
C00388,2025-12-12,62.51
C00388,2025-12-14,79.07
C00388,2025-12-15,188.47
C00389,2025-07-06,170.07
C00389,2025-07-06,114.98
C00389,2025-07-07,86.69
C00389,2025-07-09,77.28
C00389,2025-07-12,137.4
C00389,2025-07-15,94.85
C00389,2025-07-22,37.83
C00389,2025-07-23,391.97
C00389,2025-07-24,96.92
C00389,2025-07-24,50.36
C00389,2025-07-25,34.22
C00389,2025-07-27,174.3
C00389,2025-07-31,369.92
C00389,2025-08-06,450.4
C00389,2025-08-06,114.21
C00389,2025-08-10,96.97
C00390,2025-07-29,22.18
C00390,2025-07-30,49.27
C00390,2025-08-01,45.84
C00390,2025-08-07,0.73
C00391,2025-07-14,72.0
C00391,2025-07-17,32.32
C00391,2025-07-19,83.66
C00391,2025-07-21,103.92
C00391,2025-07-22,112.85
C00391,2025-07-29,19.91
C00391,2025-07-30,55.75
C00391,2025-07-31,77.57
C00391,2025-08-23,55.62
C00391,2025-08-24,98.96
C00391,2025-08-28,59.05
C00391,2025-08-31,19.33
C00391,2025-09-02,100.19
C00391,2025-09-03,54.33
C00391,2025-09-04,143.03
C00391,2025-09-21,19.45
C00391,2025-09-27,55.08
C00391,2025-10-11,135.97
C00391,2025-10-15,60.02
C00391,2025-10-26,87.13
C00391,2025-11-14,106.51
C00391,2025-11-22,52.66
C00391,2025-12-02,25.24
C00391,2025-12-02,94.93
C00391,2025-12-11,45.51
C00391,2025-12-12,6.94
C00391,2025-12-14,119.44
C00391,2025-12-16,155.01
C00391,2025-12-19,31.07
C00391,2025-12-20,50.91
C00391,2025-12-24,163.74
C00391,2025-12-28,137.81
C00391,2025-12-29,77.74
C00391,2025-12-30,129.15
C00392,2025-08-17,72.16
C00392,2025-09-05,165.57
C00392,2025-09-13,197.33
C00392,2025-09-17,124.86
C00392,2025-09-18,106.0
C00392,2025-10-05,90.01
C00392,2025-10-06,195.58
C00392,2025-10-08,255.17
C00392,2025-10-18,88.41
C00392,2025-11-03,254.6
C00392,2025-11-10,17.79
C00392,2025-11-10,101.51
C00392,2025-11-16,46.34
C00392,2025-11-20,107.43
C00392,2025-11-29,177.82
C00392,2025-12-13,141.66
C00392,2025-12-19,24.53
C00392,2025-12-20,496.52
C00392,2025-12-25,201.56
C00392,2025-12-29,148.83
C00393,2025-02-03,23.28
C00393,2025-02-06,41.86
C00393,2025-02-09,77.21
C00394,2025-03-17,54.72
C00394,2025-04-19,7.54
C00394,2025-05-08,28.27
C00394,2025-05-18,27.57
C00394,2025-05-22,27.13
C00395,2025-09-12,91.15
C00395,2025-09-19,172.23
C00395,2025-10-01,94.53
C00396,2025-10-22,9.82
C00396,2025-11-19,85.42
C00396,2025-11-23,36.49
C00397,2025-04-21,58.85
C00397,2025-04-21,228.12
C00397,2025-04-23,107.31
C00397,2025-04-24,141.36
C00397,2025-04-24,113.98
C00397,2025-04-28,129.26
C00397,2025-04-29,39.65
C00397,2025-04-30,61.1
C00397,2025-05-01,44.01
C00397,2025-05-05,151.99
C00397,2025-05-05,54.53
C00397,2025-05-07,122.46
C00397,2025-05-08,178.51
C00397,2025-05-10,89.94
C00397,2025-05-13,70.41
C00397,2025-05-15,121.34
C00397,2025-05-16,207.69
C00397,2025-05-17,117.77
C00397,2025-05-20,43.4
C00397,2025-05-22,90.47
C00397,2025-06-12,121.56
C00397,2025-06-17,43.75
C00397,2025-06-20,127.58
C00397,2025-06-21,211.88
C00397,2025-06-25,75.98
C00397,2025-07-12,56.92
C00397,2025-07-16,110.5
C00397,2025-07-20,64.72
C00397,2025-07-20,28.85
C00397,2025-07-24,123.34
C00397,2025-07-25,96.16
C00397,2025-07-30,82.87
C00397,2025-07-31,52.56
C00397,2025-08-05,45.56
C00397,2025-08-28,72.93
C00397,2025-09-02,32.53
C00397,2025-09-05,39.67
C00397,2025-09-05,279.85
C00397,2025-09-05,99.99
C00397,2025-09-08,139.75
C00397,2025-09-10,282.25
C00397,2025-09-12,61.53
C00397,2025-09-13,63.39
C00397,2025-09-15,24.7
C00397,2025-09-17,19.78
C00397,2025-09-18,208.29
C00397,2025-09-25,221.82
C00397,2025-09-26,131.62
C00397,2025-10-05,107.77
C00397,2025-10-06,17.77
C00397,2025-10-07,12.93
C00397,2025-10-08,161.77
C00397,2025-10-16,207.03
C00397,2025-10-23,115.7
C00397,2025-10-25,173.47
C00397,2025-10-26,42.71
C00397,2025-10-27,238.86
C00397,2025-10-29,197.33
C00397,2025-10-30,149.57
C00397,2025-11-08,95.56
C00397,2025-11-13,19.28
C00397,2025-11-17,304.62
C00397,2025-11-30,205.42
C00397,2025-12-02,8.52
C00397,2025-12-06,146.09
C00398,2025-08-18,72.38
C00398,2025-08-28,103.75
C00398,2025-08-29,101.93
C00398,2025-08-31,205.18
C00398,2025-09-19,116.91
C00398,2025-09-30,138.96
C00398,2025-10-04,404.9
C00398,2025-10-19,109.16
C00398,2025-10-23,191.59
C00398,2025-11-07,67.01
C00398,2025-11-28,141.64
C00398,2025-12-08,198.41
C00398,2025-12-12,92.18
C00398,2025-12-16,300.78
C00399,2025-01-20,155.45
C00399,2025-01-24,45.05
C00399,2025-02-05,137.33
C00399,2025-02-27,87.57
C00399,2025-03-02,53.11
C00399,2025-03-03,26.38
C00399,2025-03-03,124.69
C00399,2025-03-09,178.88
C00399,2025-03-10,24.67
C00399,2025-03-12,80.12
C00399,2025-03-19,77.05
C00399,2025-03-23,13.62
C00399,2025-03-25,51.36
C00399,2025-03-27,150.12
C00399,2025-04-09,26.5
C00399,2025-04-12,161.85
C00399,2025-04-18,137.54
C00399,2025-04-21,93.36
C00399,2025-04-22,18.57
C00400,2025-03-02,80.58
C00400,2025-03-20,80.89
C00400,2025-03-31,43.71
C00400,2025-04-07,33.01
C00400,2025-04-18,28.48
C00400,2025-05-23,28.73
C00400,2025-05-27,88.27
C00401,2025-08-03,58.22
C00401,2025-08-06,18.82
C00401,2025-08-08,11.19
C00401,2025-08-08,19.97
C00401,2025-08-09,44.03
C00401,2025-08-12,19.66
C00401,2025-08-17,2.86
C00401,2025-08-18,97.76
C00401,2025-08-25,62.37
C00402,2025-08-02,123.71
C00402,2025-09-01,226.84
C00402,2025-09-04,74.01
C00402,2025-09-06,156.37
C00402,2025-09-17,82.88
C00402,2025-10-18,139.14
C00403,2025-10-08,31.84
C00403,2025-10-09,33.74
C00403,2025-10-09,101.02
C00403,2025-10-11,49.37
C00403,2025-10-12,31.77
C00403,2025-10-17,16.52
C00403,2025-10-18,57.41
C00403,2025-10-24,66.88
C00403,2025-10-24,70.15
C00403,2025-10-25,35.83
C00403,2025-10-26,8.88
C00403,2025-10-28,103.67
C00403,2025-10-29,15.76
C00403,2025-10-30,36.24
C00403,2025-10-31,71.12
C00403,2025-11-01,61.66
C00403,2025-11-01,22.43
C00403,2025-11-02,154.82
C00403,2025-11-04,35.53
C00403,2025-11-08,50.66
C00403,2025-11-08,52.98
C00403,2025-11-10,62.54
C00403,2025-11-13,63.72
C00403,2025-11-17,29.6
C00403,2025-11-18,1.35
C00403,2025-11-22,55.84
C00403,2025-11-30,13.26
C00403,2025-12-04,45.7
C00403,2025-12-11,65.94
C00403,2025-12-11,50.09
C00403,2025-12-14,31.63
C00403,2025-12-14,37.75
C00403,2025-12-14,143.05
C00403,2025-12-16,43.68
C00403,2025-12-17,13.32
C00403,2025-12-20,18.67
C00403,2025-12-21,84.65
C00403,2025-12-22,11.18
C00403,2025-12-23,25.74
C00403,2025-12-25,60.51
C00403,2025-12-25,42.49
C00403,2025-12-26,42.78
C00403,2025-12-28,98.73
C00404,2025-10-08,9.02
C00404,2025-10-20,28.11
C00404,2025-10-23,5.16
C00404,2025-10-24,23.96
C00404,2025-10-25,59.87
C00405,2025-12-03,65.97
C00405,2025-12-04,23.39
C00405,2025-12-07,26.71
C00405,2025-12-08,8.13
C00405,2025-12-09,33.05
C00405,2025-12-09,40.23
C00405,2025-12-10,53.47
C00405,2025-12-10,12.87
C00405,2025-12-11,42.93
C00405,2025-12-12,65.22
C00405,2025-12-12,18.5
C00405,2025-12-14,96.77
C00405,2025-12-15,27.16
C00405,2025-12-20,165.29
C00405,2025-12-23,111.2
